Дата,Категорія,Сума
2027-08-01 00:00:00,Розваги,151.8189941
2027-09-01 00:00:00,Транспорт,190.4576076
2027-10-01 00:00:00,Розваги,50.24692031
2027-11-01 00:00:00,Розваги,149.3005652
2027-12-01 00:00:00,Транспорт,35.99122104
2027-01-02 00:00:00,Транспорт,41.08487823
2027-02-02 00:00:00,Транспорт,99.1928093
2027-03-02 00:00:00,Їжа,184.8624041
2027-04-02 00:00:00,Їжа,94.54798405
2027-05-02 00:00:00,Розваги,121.8041779
2027-06-02 00:00:00,Транспорт,180.9501278
2027-07-02 00:00:00,Побут,33.75937985
2027-08-02 00:00:00,Розваги,45.62665053
2027-09-02 00:00:00,Одяг,29.12365606
2027-10-02 00:00:00,Побут,145.3420725
2027-11-02 00:00:00,Їжа,85.80215461
2027-12-02 00:00:00,Розваги,70.32223044
2027-01-03 00:00:00,Транспорт,134.4170991
2027-02-03 00:00:00,Одяг,139.7372694
2027-03-03 00:00:00,Розваги,50.01456641
2027-04-03 00:00:00,Розваги,152.3656715
2027-05-03 00:00:00,Розваги,38.56565426
2027-06-03 00:00:00,Побут,197.1646428
2027-07-03 00:00:00,Транспорт,180.1515674
2027-08-03 00:00:00,Їжа,77.8866975
2027-09-03 00:00:00,Одяг,33.87970456
2027-10-03 00:00:00,Одяг,192.146506
2027-11-03 00:00:00,Одяг,92.68471478
2027-12-03 00:00:00,Побут,153.1429591
2027-01-04 00:00:00,Розваги,48.45812141
2027-02-04 00:00:00,Побут,189.1123924
2027-03-04 00:00:00,Побут,162.6442321
2027-04-04 00:00:00,Розваги,99.26966925
2027-05-04 00:00:00,Розваги,131.142531
2027-06-04 00:00:00,Їжа,108.8361865
2027-07-04 00:00:00,Їжа,174.235784
2027-08-04 00:00:00,Розваги,75.51634712
2027-09-04 00:00:00,Розваги,190.6080604
2027-10-04 00:00:00,Транспорт,10.7885977
2027-11-04 00:00:00,Транспорт,61.28108928
2027-12-04 00:00:00,Одяг,11.93961969
2027-01-05 00:00:00,Їжа,198.2561268
2027-02-05 00:00:00,Побут,57.20129109
2027-03-05 00:00:00,Розваги,118.8187922
2027-04-05 00:00:00,Їжа,23.72880732
2027-05-05 00:00:00,Транспорт,43.64952715
2027-06-05 00:00:00,Побут,87.38722332
2027-07-05 00:00:00,Розваги,90.67386626
2027-08-05 00:00:00,Транспорт,167.9316276
2027-09-05 00:00:00,Їжа,135.359909
2027-10-05 00:00:00,Побут,117.1246576
2027-11-05 00:00:00,Транспорт,12.8688428
2027-12-05 00:00:00,Транспорт,15.46366707
2027-01-06 00:00:00,Розваги,135.0902496
2027-02-06 00:00:00,Транспорт,106.0682256
2027-03-06 00:00:00,Транспорт,183.6737699
2027-04-06 00:00:00,Розваги,166.5651626
2027-05-06 00:00:00,Побут,115.16515
2027-06-06 00:00:00,Одяг,185.1511709
2027-07-06 00:00:00,Розваги,25.55853948
2027-08-06 00:00:00,Транспорт,35.94141414
2027-09-06 00:00:00,Їжа,185.9809645
2027-10-06 00:00:00,Одяг,92.63168679
2027-11-06 00:00:00,Їжа,191.4377579
2027-12-06 00:00:00,Розваги,104.6204362
2027-01-07 00:00:00,Розваги,104.0212269
2027-02-07 00:00:00,Транспорт,184.7611324
2027-03-07 00:00:00,Розваги,158.7615263
2027-04-07 00:00:00,Їжа,94.60016177
2027-05-07 00:00:00,Транспорт,55.18921025
2027-06-07 00:00:00,Одяг,31.66431596
2027-07-07 00:00:00,Одяг,56.09611189
2027-08-07 00:00:00,Одяг,187.9545129
2027-09-07 00:00:00,Їжа,91.27138064
2027-10-07 00:00:00,Побут,198.5925414
2027-11-07 00:00:00,Побут,73.97768069
2027-12-07 00:00:00,Розваги,33.58656542
2027-01-08 00:00:00,Одяг,97.83443528
2027-02-08 00:00:00,Транспорт,56.91281086
2027-03-08 00:00:00,Транспорт,52.98045284
2027-04-08 00:00:00,Їжа,141.8960373
2027-05-08 00:00:00,Розваги,152.3344666
2027-06-08 00:00:00,Їжа,93.41219037
2027-07-08 00:00:00,Побут,136.2779261
2027-08-08 00:00:00,Транспорт,143.0242016
2027-09-08 00:00:00,Одяг,187.6787575
2027-10-08 00:00:00,Побут,11.27858496
2027-11-08 00:00:00,Їжа,24.58360171
2027-12-08 00:00:00,Побут,159.3317169
2027-01-09 00:00:00,Розваги,159.8358304
2027-02-09 00:00:00,Транспорт,66.29583655
2027-03-09 00:00:00,Одяг,85.92078961
2027-04-09 00:00:00,Побут,93.50992536
2027-05-09 00:00:00,Побут,81.67150759
2027-06-09 00:00:00,Розваги,94.04901179
2027-07-09 00:00:00,Розваги,165.0599604
2027-08-09 00:00:00,Одяг,161.131073
2027-09-09 00:00:00,Розваги,67.06086521
2027-10-09 00:00:00,Їжа,188.4933567
2027-11-09 00:00:00,Розваги,180.6523969
2027-12-09 00:00:00,Їжа,36.84136112
2027-01-10 00:00:00,Побут,158.8574595
2027-02-10 00:00:00,Розваги,151.0922604
2027-03-10 00:00:00,Їжа,38.65208588
2027-04-10 00:00:00,Розваги,124.5128444
2027-05-10 00:00:00,Розваги,148.6450743
2027-06-10 00:00:00,Розваги,101.937785
2027-07-10 00:00:00,Розваги,66.70883803
2027-08-10 00:00:00,Одяг,106.8080574
2027-09-10 00:00:00,Розваги,30.89924677
2027-10-10 00:00:00,Побут,57.04893789
2027-11-10 00:00:00,Побут,74.69651186
2027-12-10 00:00:00,Побут,151.5339262
2027-01-11 00:00:00,Транспорт,68.28933092
2027-02-11 00:00:00,Побут,178.8449206
2027-03-11 00:00:00,Побут,134.3454669
2027-04-11 00:00:00,Розваги,160.3588173
2027-05-11 00:00:00,Побут,73.41724006
2027-06-11 00:00:00,Розваги,181.1429712
2027-07-11 00:00:00,Їжа,95.07523589
2027-08-11 00:00:00,Одяг,186.0821672
2027-09-11 00:00:00,Їжа,88.47690336
2027-10-11 00:00:00,Розваги,121.2719265
2027-11-11 00:00:00,Розваги,25.41483489
2027-12-11 00:00:00,Побут,125.7962128
2027-01-12 00:00:00,Їжа,96.29219347
2027-02-12 00:00:00,Їжа,188.4696957
2027-03-12 00:00:00,Транспорт,58.00669618
2027-04-12 00:00:00,Їжа,179.3591745
2027-05-12 00:00:00,Транспорт,19.03868137
2027-06-12 00:00:00,Їжа,54.7976043
2027-07-12 00:00:00,Одяг,157.767678
2027-08-12 00:00:00,Побут,96.22726669
2027-09-12 00:00:00,Розваги,172.9802434
2027-10-12 00:00:00,Побут,38.46791823
2027-11-12 00:00:00,Розваги,140.2647074
2027-12-12 00:00:00,Розваги,179.5677901
2028-01-01 00:00:00,Транспорт,89.19526038
2028-02-01 00:00:00,Їжа,62.51117111
2028-03-01 00:00:00,Побут,24.52283807
2028-04-01 00:00:00,Їжа,154.0476191
2028-05-01 00:00:00,Транспорт,96.97435228
2028-06-01 00:00:00,Побут,188.6663497
2028-07-01 00:00:00,Одяг,97.04664856
2028-08-01 00:00:00,Побут,29.97869117
2028-09-01 00:00:00,Їжа,62.72969706
2028-10-01 00:00:00,Їжа,146.3915181
2028-11-01 00:00:00,Їжа,61.02314944
2028-12-01 00:00:00,Транспорт,82.44386213
2028-01-02 00:00:00,Побут,146.5108603
2028-02-02 00:00:00,Розваги,134.4470104
2028-03-02 00:00:00,Їжа,74.93625392
2028-04-02 00:00:00,Побут,184.6247694
2028-05-02 00:00:00,Побут,57.27665749
2028-06-02 00:00:00,Побут,196.3697736
2028-07-02 00:00:00,Побут,199.764907
2028-08-02 00:00:00,Їжа,76.96545735
2028-09-02 00:00:00,Їжа,37.58402816
2028-10-02 00:00:00,Одяг,145.9075013
2028-11-02 00:00:00,Побут,103.542134
2028-12-02 00:00:00,Розваги,124.8065546
2028-01-03 00:00:00,Розваги,169.1611734
2028-02-03 00:00:00,Одяг,158.5180862
2028-03-03 00:00:00,Побут,85.41907447
2028-04-03 00:00:00,Побут,100.6281227
2028-05-03 00:00:00,Транспорт,43.25473351
2028-06-03 00:00:00,Розваги,115.3131032
2028-07-03 00:00:00,Одяг,89.83376571
2028-08-03 00:00:00,Їжа,174.253328
2028-09-03 00:00:00,Побут,122.228774
2028-10-03 00:00:00,Їжа,25.4855134
2028-11-03 00:00:00,Одяг,160.3499978
2028-12-03 00:00:00,Розваги,169.4509065
2028-01-04 00:00:00,Їжа,69.87117044
2028-02-04 00:00:00,Їжа,61.2859261
2028-03-04 00:00:00,Побут,103.5796571
2028-04-04 00:00:00,Розваги,86.65880788
2028-05-04 00:00:00,Розваги,187.2184778
2028-06-04 00:00:00,Одяг,86.31826827
2028-07-04 00:00:00,Одяг,198.9439344
2028-08-04 00:00:00,Їжа,61.79650096
2028-09-04 00:00:00,Побут,146.4820526
2028-10-04 00:00:00,Розваги,103.7166438
2028-11-04 00:00:00,Їжа,165.8432038
2028-12-04 00:00:00,Розваги,192.7259337
2028-01-05 00:00:00,Їжа,63.88735554
2028-02-05 00:00:00,Одяг,130.5092184
2028-03-05 00:00:00,Їжа,191.3386306
2028-04-05 00:00:00,Транспорт,30.07678621
2028-05-05 00:00:00,Одяг,176.0857659
2028-06-05 00:00:00,Одяг,108.9928176
2028-07-05 00:00:00,Їжа,43.28243823
2028-08-05 00:00:00,Побут,197.5051061
2028-09-05 00:00:00,Побут,116.7125231
2028-10-05 00:00:00,Побут,77.85008339
2028-11-05 00:00:00,Транспорт,188.355611
2028-12-05 00:00:00,Одяг,129.3528401
2028-01-06 00:00:00,Одяг,72.20733641
2028-02-06 00:00:00,Одяг,197.9995344
2028-03-06 00:00:00,Побут,185.6770471
2028-04-06 00:00:00,Одяг,69.86664751
2028-05-06 00:00:00,Розваги,95.95674887
2028-06-06 00:00:00,Транспорт,144.4122035
2028-07-06 00:00:00,Одяг,165.6872861
2028-08-06 00:00:00,Їжа,109.9501355
2028-09-06 00:00:00,Побут,110.1800131
2028-10-06 00:00:00,Транспорт,47.47369526
2028-11-06 00:00:00,Розваги,106.8830365
2028-12-06 00:00:00,Їжа,42.77477203
2028-01-07 00:00:00,Одяг,147.1874632
2028-02-07 00:00:00,Їжа,72.70041008
2028-03-07 00:00:00,Їжа,80.5743218
2028-04-07 00:00:00,Їжа,118.6005306
2028-05-07 00:00:00,Одяг,53.74645097
2028-06-07 00:00:00,Одяг,184.3089464
2028-07-07 00:00:00,Розваги,80.66826629
2028-08-07 00:00:00,Їжа,139.3887075
2028-09-07 00:00:00,Їжа,166.9111133
2028-10-07 00:00:00,Розваги,37.47215291
2028-11-07 00:00:00,Їжа,148.773004
2028-12-07 00:00:00,Їжа,59.75811353
2028-01-08 00:00:00,Одяг,45.97531569
2028-02-08 00:00:00,Розваги,96.39569028
2028-03-08 00:00:00,Побут,17.37690375
2028-04-08 00:00:00,Транспорт,108.2788446
2028-05-08 00:00:00,Одяг,21.76354609
2028-06-08 00:00:00,Побут,155.2288078
2028-07-08 00:00:00,Транспорт,190.5838299
2028-08-08 00:00:00,Транспорт,149.9630961
2028-09-08 00:00:00,Одяг,158.7806553
2028-10-08 00:00:00,Транспорт,140.1135751
2028-11-08 00:00:00,Розваги,157.6859943
2028-12-08 00:00:00,Розваги,75.56850309
2028-01-09 00:00:00,Розваги,60.25930034
2028-02-09 00:00:00,Транспорт,132.0002716
2028-03-09 00:00:00,Транспорт,44.25748369
2028-04-09 00:00:00,Побут,122.887629
2028-05-09 00:00:00,Транспорт,25.21296173
2028-06-09 00:00:00,Побут,178.1962098
2028-07-09 00:00:00,Транспорт,99.03385721
2028-08-09 00:00:00,Одяг,75.64466191
2028-09-09 00:00:00,Розваги,86.47484555
2028-10-09 00:00:00,Розваги,32.53657366
2028-11-09 00:00:00,Транспорт,160.384353
2028-12-09 00:00:00,Побут,65.13894485
2028-01-10 00:00:00,Одяг,80.76342779
2028-02-10 00:00:00,Одяг,65.93087189
2028-03-10 00:00:00,Побут,99.59895342
2028-04-10 00:00:00,Транспорт,28.9681059
2028-05-10 00:00:00,Побут,144.1701651
2028-06-10 00:00:00,Їжа,82.0068428
2028-07-10 00:00:00,Їжа,178.9915541
2028-08-10 00:00:00,Побут,159.9016762
2028-09-10 00:00:00,Розваги,30.44568971
2028-10-10 00:00:00,Одяг,22.14017821
2028-11-10 00:00:00,Транспорт,12.66942829
2028-12-10 00:00:00,Побут,44.02349122
2028-01-11 00:00:00,Їжа,199.8415432
2028-02-11 00:00:00,Їжа,65.14678884
2028-03-11 00:00:00,Розваги,65.60952347
2028-04-11 00:00:00,Одяг,23.1357152
2028-05-11 00:00:00,Побут,114.3275028
2028-06-11 00:00:00,Одяг,38.60654925
2028-07-11 00:00:00,Одяг,42.74019634
2028-08-11 00:00:00,Їжа,90.32180648
2028-09-11 00:00:00,Їжа,170.6372299
2028-10-11 00:00:00,Їжа,88.46593835
2028-11-11 00:00:00,Розваги,106.3085503
2028-12-11 00:00:00,Транспорт,96.01683728
2028-01-12 00:00:00,Одяг,49.30025121
2028-02-12 00:00:00,Розваги,120.8330109
2028-03-12 00:00:00,Побут,147.0357131
2028-04-12 00:00:00,Побут,180.0417891
2028-05-12 00:00:00,Побут,189.2853364
2028-06-12 00:00:00,Транспорт,25.33071819
2028-07-12 00:00:00,Побут,15.18254626
2028-08-12 00:00:00,Розваги,81.99783166
2028-09-12 00:00:00,Розваги,36.72661541
2028-10-12 00:00:00,Одяг,44.39458004
2028-11-12 00:00:00,Побут,30.62540516
2028-12-12 00:00:00,Транспорт,189.3275011
2029-01-01 00:00:00,Їжа,93.47650501
2029-02-01 00:00:00,Побут,67.45401458
2029-03-01 00:00:00,Транспорт,120.120611
2029-04-01 00:00:00,Транспорт,147.8796842
2029-05-01 00:00:00,Побут,49.93596669
2029-06-01 00:00:00,Розваги,10.5975922
2029-07-01 00:00:00,Одяг,74.46568235
2029-08-01 00:00:00,Розваги,114.8858227
2029-09-01 00:00:00,Транспорт,134.2311452
2029-10-01 00:00:00,Одяг,42.25251094
2029-11-01 00:00:00,Одяг,182.6627153
2029-12-01 00:00:00,Їжа,173.6900566
2029-01-02 00:00:00,Транспорт,71.17699996
2029-02-02 00:00:00,Одяг,133.5608087
2029-03-02 00:00:00,Побут,66.25601842
2029-04-02 00:00:00,Розваги,165.8003893
2029-05-02 00:00:00,Одяг,19.41785797
2029-06-02 00:00:00,Розваги,133.4934095
2029-07-02 00:00:00,Розваги,166.4110247
2029-08-02 00:00:00,Побут,54.25153232
2029-09-02 00:00:00,Побут,194.0994545
2029-10-02 00:00:00,Розваги,129.8685116
2029-11-02 00:00:00,Їжа,129.0497355
2029-12-02 00:00:00,Побут,71.94336652
2029-01-03 00:00:00,Розваги,136.5081577
2029-02-03 00:00:00,Транспорт,38.2786558
2029-03-03 00:00:00,Одяг,26.83184374
2029-04-03 00:00:00,Побут,143.46417
2029-05-03 00:00:00,Одяг,108.3078881
2029-06-03 00:00:00,Розваги,63.37075702
2029-07-03 00:00:00,Транспорт,101.6077832
2029-08-03 00:00:00,Одяг,112.2684319
2029-09-03 00:00:00,Побут,46.14890903
2029-10-03 00:00:00,Транспорт,159.4106169
2029-11-03 00:00:00,Їжа,23.66837583
2029-12-03 00:00:00,Транспорт,64.11670702
2029-01-04 00:00:00,Побут,126.5429421
2029-02-04 00:00:00,Транспорт,72.41098727
2029-03-04 00:00:00,Одяг,119.4867122
2029-04-04 00:00:00,Одяг,89.02470868
2029-05-04 00:00:00,Побут,160.3946117
2029-06-04 00:00:00,Транспорт,176.7368806
2029-07-04 00:00:00,Їжа,57.99966661
2029-08-04 00:00:00,Їжа,13.86367527
2029-09-04 00:00:00,Їжа,54.21354297
2029-10-04 00:00:00,Транспорт,180.8004167
2029-11-04 00:00:00,Транспорт,128.4118234
2029-12-04 00:00:00,Побут,80.9509563
2029-01-05 00:00:00,Транспорт,134.3492388
2029-02-05 00:00:00,Одяг,165.2134298
2029-03-05 00:00:00,Їжа,16.74173029
2029-04-05 00:00:00,Транспорт,124.9998144
2029-05-05 00:00:00,Побут,43.7216753
2029-06-05 00:00:00,Розваги,156.796715
2029-07-05 00:00:00,Одяг,39.88239557
2029-08-05 00:00:00,Транспорт,116.3146496
2029-09-05 00:00:00,Їжа,190.5830403
2029-10-05 00:00:00,Транспорт,146.9432504
2029-11-05 00:00:00,Одяг,60.27392953
2029-12-05 00:00:00,Одяг,189.1709872
2029-01-06 00:00:00,Одяг,41.23099307
2029-02-06 00:00:00,Побут,93.63093066
2029-03-06 00:00:00,Побут,114.169302
2029-04-06 00:00:00,Побут,90.18395319
2029-05-06 00:00:00,Їжа,50.84833751
2029-06-06 00:00:00,Розваги,149.8710697
2029-07-06 00:00:00,Їжа,41.05288974
2029-08-06 00:00:00,Одяг,139.023004
2029-09-06 00:00:00,Побут,115.4612925
2029-10-06 00:00:00,Розваги,150.63448
2029-11-06 00:00:00,Одяг,158.7667376
2029-12-06 00:00:00,Їжа,13.31872792
2029-01-07 00:00:00,Їжа,141.0139129
2029-02-07 00:00:00,Побут,94.39546598
2029-03-07 00:00:00,Одяг,105.7333846
2029-04-07 00:00:00,Одяг,151.6351503
2029-05-07 00:00:00,Побут,34.16029817
2029-06-07 00:00:00,Транспорт,25.65206732
2029-07-07 00:00:00,Розваги,176.817534
2029-08-07 00:00:00,Побут,78.36029112
2029-09-07 00:00:00,Одяг,168.6225532
2029-10-07 00:00:00,Побут,168.6235869
2029-11-07 00:00:00,Одяг,32.06276871
2029-12-07 00:00:00,Транспорт,186.5824054
2029-01-08 00:00:00,Їжа,34.87513174
2029-02-08 00:00:00,Транспорт,187.7166172
2029-03-08 00:00:00,Розваги,103.5834819
2029-04-08 00:00:00,Розваги,70.67962147
2029-05-08 00:00:00,Розваги,130.8660855
2029-06-08 00:00:00,Побут,86.45720258
2029-07-08 00:00:00,Їжа,126.0998422
2029-08-08 00:00:00,Їжа,178.4403334
2029-09-08 00:00:00,Одяг,94.14896708
2029-10-08 00:00:00,Їжа,172.421314
2029-11-08 00:00:00,Одяг,179.4937749
2029-12-08 00:00:00,Транспорт,74.8763117
2029-01-09 00:00:00,Їжа,149.9691862
2029-02-09 00:00:00,Їжа,25.8965645
2029-03-09 00:00:00,Побут,65.82410047
2029-04-09 00:00:00,Їжа,120.3950999
2029-05-09 00:00:00,Одяг,56.1291275
2029-06-09 00:00:00,Транспорт,165.1890867
2029-07-09 00:00:00,Транспорт,92.61221816
2029-08-09 00:00:00,Їжа,186.3110292
2029-09-09 00:00:00,Побут,60.58118052
2029-10-09 00:00:00,Побут,111.7195898
2029-11-09 00:00:00,Транспорт,99.84461515
2029-12-09 00:00:00,Розваги,196.1934502
2029-01-10 00:00:00,Одяг,96.06241436
2029-02-10 00:00:00,Транспорт,136.786317
2029-03-10 00:00:00,Одяг,95.0903074
2029-04-10 00:00:00,Транспорт,118.0678298
2029-05-10 00:00:00,Розваги,118.1272553
2029-06-10 00:00:00,Транспорт,107.5816324
2029-07-10 00:00:00,Побут,85.75009327
2029-08-10 00:00:00,Розваги,162.2536673
2029-09-10 00:00:00,Розваги,31.95852051
2029-10-10 00:00:00,Транспорт,111.5923948
2029-11-10 00:00:00,Одяг,14.86751571
2029-12-10 00:00:00,Побут,114.4271554
2029-01-11 00:00:00,Їжа,69.39531529
2029-02-11 00:00:00,Їжа,115.7772227
2029-03-11 00:00:00,Розваги,81.06450489
2029-04-11 00:00:00,Транспорт,23.27921884
2029-05-11 00:00:00,Транспорт,150.1035961
2029-06-11 00:00:00,Транспорт,192.3051587
2029-07-11 00:00:00,Одяг,46.76652541
2029-08-11 00:00:00,Одяг,66.82956747
2029-09-11 00:00:00,Їжа,166.8951853
2029-10-11 00:00:00,Розваги,127.5300671
2029-11-11 00:00:00,Транспорт,144.8093247
2029-12-11 00:00:00,Побут,81.27015652
2029-01-12 00:00:00,Розваги,38.49726419
2029-02-12 00:00:00,Одяг,19.27430101
2029-03-12 00:00:00,Розваги,174.1965038
2029-04-12 00:00:00,Побут,101.3417534
2029-05-12 00:00:00,Одяг,90.5667532
2029-06-12 00:00:00,Побут,196.6479536
2029-07-12 00:00:00,Побут,120.8124438
2029-08-12 00:00:00,Одяг,88.87615614
2029-09-12 00:00:00,Побут,129.4867694
2029-10-12 00:00:00,Транспорт,58.83973829
2029-11-12 00:00:00,Побут,134.7715686
2029-12-12 00:00:00,Транспорт,69.00701494
2030-01-01 00:00:00,Розваги,28.26683649
2030-02-01 00:00:00,Побут,147.6378576
2030-03-01 00:00:00,Транспорт,151.2072269
2030-04-01 00:00:00,Одяг,135.557964
2030-05-01 00:00:00,Їжа,169.4326743
2030-06-01 00:00:00,Одяг,34.09556456
2030-07-01 00:00:00,Побут,95.52163224
2030-08-01 00:00:00,Їжа,39.31922228
2030-09-01 00:00:00,Одяг,165.234238
2030-10-01 00:00:00,Транспорт,34.45238372
2030-11-01 00:00:00,Побут,127.2624447
2030-12-01 00:00:00,Побут,176.5910738
2030-01-02 00:00:00,Побут,86.79902287
2030-02-02 00:00:00,Побут,112.9459335
2030-03-02 00:00:00,Побут,59.44402763
2030-04-02 00:00:00,Їжа,39.02656405
2030-05-02 00:00:00,Розваги,33.21570499
2030-06-02 00:00:00,Розваги,117.8642802
2030-07-02 00:00:00,Їжа,23.8406138
2030-08-02 00:00:00,Побут,146.8837574
2030-09-02 00:00:00,Одяг,172.2609214
2030-10-02 00:00:00,Побут,63.27205954
2030-11-02 00:00:00,Одяг,162.6229104
2030-12-02 00:00:00,Побут,97.59927131
2030-01-03 00:00:00,Побут,70.9765393
2030-02-03 00:00:00,Транспорт,138.4709972
2030-03-03 00:00:00,Одяг,44.04214069
2030-04-03 00:00:00,Побут,92.25410376
2030-05-03 00:00:00,Їжа,62.87429186
2030-06-03 00:00:00,Транспорт,20.82460517
2030-07-03 00:00:00,Їжа,148.0723583
2030-08-03 00:00:00,Розваги,11.27662672
2030-09-03 00:00:00,Розваги,197.1923454
2030-10-03 00:00:00,Їжа,130.1077466
2030-11-03 00:00:00,Їжа,57.26837122
2030-12-03 00:00:00,Побут,104.4248807
2030-01-04 00:00:00,Їжа,140.3875556
2030-02-04 00:00:00,Одяг,101.7048287
2030-03-04 00:00:00,Транспорт,28.9320558
2030-04-04 00:00:00,Одяг,103.1665654
2030-05-04 00:00:00,Транспорт,67.71278353
2030-06-04 00:00:00,Їжа,50.97437391
2030-07-04 00:00:00,Розваги,17.61206565
2030-08-04 00:00:00,Їжа,82.41581686
2030-09-04 00:00:00,Транспорт,185.8044906
2030-10-04 00:00:00,Транспорт,16.90528179
2030-11-04 00:00:00,Їжа,150.3098488
2030-12-04 00:00:00,Транспорт,84.64260066
2030-01-05 00:00:00,Побут,103.4413282
2030-02-05 00:00:00,Транспорт,92.91888778
2030-03-05 00:00:00,Побут,136.3215448
2030-04-05 00:00:00,Транспорт,136.8216485
2030-05-05 00:00:00,Транспорт,196.3410312
2030-06-05 00:00:00,Транспорт,147.8304077
2030-07-05 00:00:00,Розваги,129.1962111
2030-08-05 00:00:00,Побут,43.68199016
2030-09-05 00:00:00,Одяг,107.112575
2030-10-05 00:00:00,Одяг,177.3193411
2030-11-05 00:00:00,Їжа,32.03041495
2030-12-05 00:00:00,Їжа,115.896796
2030-01-06 00:00:00,Побут,130.7022347
2030-02-06 00:00:00,Одяг,150.1942465
2030-03-06 00:00:00,Транспорт,31.73764477
2030-04-06 00:00:00,Їжа,25.38225871
2030-05-06 00:00:00,Розваги,120.3960438
2030-06-06 00:00:00,Одяг,144.2392318
2030-07-06 00:00:00,Побут,193.3149772
2030-08-06 00:00:00,Транспорт,145.3802586
2030-09-06 00:00:00,Побут,181.728506
2030-10-06 00:00:00,Побут,136.4662698
2030-11-06 00:00:00,Одяг,152.6008997
2030-12-06 00:00:00,Їжа,15.81569577
2030-01-07 00:00:00,Розваги,130.9753028
2030-02-07 00:00:00,Розваги,172.5624305
2030-03-07 00:00:00,Розваги,145.6428655
2030-04-07 00:00:00,Їжа,59.71856436
2030-05-07 00:00:00,Одяг,185.8056453
2030-06-07 00:00:00,Їжа,31.54292888
2030-07-07 00:00:00,Транспорт,98.80233492
2030-08-07 00:00:00,Транспорт,164.0076205
2030-09-07 00:00:00,Їжа,62.97822
2030-10-07 00:00:00,Одяг,86.87139013
2030-11-07 00:00:00,Їжа,176.0053881
2030-12-07 00:00:00,Розваги,133.4908661
2030-01-08 00:00:00,Транспорт,107.391374
2030-02-08 00:00:00,Їжа,105.0649949
2030-03-08 00:00:00,Побут,27.53482133
2030-04-08 00:00:00,Транспорт,158.9752484
2030-05-08 00:00:00,Одяг,35.86841621
2030-06-08 00:00:00,Розваги,115.3505057
2030-07-08 00:00:00,Побут,157.5059074
2030-08-08 00:00:00,Одяг,139.7902266
2030-09-08 00:00:00,Одяг,37.16264077
2030-10-08 00:00:00,Розваги,128.779256
2030-11-08 00:00:00,Розваги,198.0254078
2030-12-08 00:00:00,Побут,163.0392447
2030-01-09 00:00:00,Розваги,123.0048006
2030-02-09 00:00:00,Їжа,91.7535756
2030-03-09 00:00:00,Розваги,95.99293594
2030-04-09 00:00:00,Одяг,68.10493772
2030-05-09 00:00:00,Розваги,55.75718125
2030-06-09 00:00:00,Транспорт,197.6273561
2030-07-09 00:00:00,Побут,135.5947732
2030-08-09 00:00:00,Розваги,40.41339874
2030-09-09 00:00:00,Розваги,183.7753627
2030-10-09 00:00:00,Розваги,117.8963284
2030-11-09 00:00:00,Транспорт,141.2789394
2030-12-09 00:00:00,Їжа,54.20975935
2030-01-10 00:00:00,Одяг,74.31448727
2030-02-10 00:00:00,Одяг,174.7305954
2030-03-10 00:00:00,Транспорт,169.4953467
2030-04-10 00:00:00,Транспорт,36.23002667
2030-05-10 00:00:00,Розваги,106.6058839
2030-06-10 00:00:00,Їжа,110.4516611
2030-07-10 00:00:00,Розваги,184.4789788
2030-08-10 00:00:00,Транспорт,178.8914483
2030-09-10 00:00:00,Їжа,49.62895771
2030-10-10 00:00:00,Одяг,14.23049497
2030-11-10 00:00:00,Розваги,91.67956325
2030-12-10 00:00:00,Транспорт,150.0336297
2030-01-11 00:00:00,Їжа,65.02548722
2030-02-11 00:00:00,Побут,11.27232124
2030-03-11 00:00:00,Розваги,131.4629027
2030-04-11 00:00:00,Їжа,33.07954222
2030-05-11 00:00:00,Побут,62.56845048
2030-06-11 00:00:00,Одяг,110.533993
2030-07-11 00:00:00,Побут,116.5449703
2030-08-11 00:00:00,Транспорт,61.90297461
2030-09-11 00:00:00,Транспорт,59.44133487
2030-10-11 00:00:00,Побут,134.6704399
2030-11-11 00:00:00,Транспорт,58.69286892
2030-12-11 00:00:00,Транспорт,166.7058568
2030-01-12 00:00:00,Їжа,136.2683023
2030-02-12 00:00:00,Їжа,146.5364913
2030-03-12 00:00:00,Побут,141.1890967
2030-04-12 00:00:00,Побут,156.6275822
2030-05-12 00:00:00,Розваги,13.23358625
2030-06-12 00:00:00,Побут,194.6105165
2030-07-12 00:00:00,Розваги,116.9264895
2030-08-12 00:00:00,Їжа,159.8115552
2030-09-12 00:00:00,Їжа,156.2528354
2030-10-12 00:00:00,Транспорт,112.8066659
2030-11-12 00:00:00,Одяг,72.66376515
2030-12-12 00:00:00,Їжа,143.9361134
2031-01-01 00:00:00,Одяг,30.47142162
2031-02-01 00:00:00,Побут,10.3494902
2031-03-01 00:00:00,Одяг,152.741799
2031-04-01 00:00:00,Побут,182.8467707
2031-05-01 00:00:00,Транспорт,30.35617623
2031-06-01 00:00:00,Одяг,13.48228714
2031-07-01 00:00:00,Побут,109.2641923
2031-08-01 00:00:00,Побут,131.3775479
2031-09-01 00:00:00,Побут,157.7163205
2031-10-01 00:00:00,Одяг,172.0835769
2031-11-01 00:00:00,Побут,33.72534643
2031-12-01 00:00:00,Транспорт,25.2032467
2031-01-02 00:00:00,Одяг,20.50588304
2031-02-02 00:00:00,Розваги,111.6830171
2031-03-02 00:00:00,Одяг,175.9450911
2031-04-02 00:00:00,Одяг,132.0287579
